,Pos,Cp,Marker,Sample,Avg_Ct,stdv,Norm_input,Relative_enrichment_normInpt,Norm_GAPDH,Relative_enrichment_normGAPDH,Norm_GAPDH_Input,RelEnrich_Norm_GAPDH_Input
61,A1,25.44,GAPDH,Sample1,25.26,0.320468407,-1.706666667,,,,,
62,A2,25.45,GAPDH,Sample1,,,,,,,,
63,B1,24.89,GAPDH,Sample1,,,,,,,,
64,C3,26.54,GAPDH,Sample10,26.28666667,0.37166293,-1.083333333,,,,,
65,C4,26.46,GAPDH,Sample10,,,,,,,,
66,D3,25.86,GAPDH,Sample10,,,,,,,,
67,C1,26.49,GAPDH,Sample2,26.26333333,0.341955163,-0.14,,,,,
68,C2,26.43,GAPDH,Sample2,,,,,,,,
69,D1,25.87,GAPDH,Sample2,,,,,,,,
70,E1,26.79,GAPDH,Sample3,26.43666667,0.664630223,-1.166666667,,,,,
71,E2,26.85,GAPDH,Sample3,,,,,,,,
72,F1,25.67,GAPDH,Sample3,,,,,,,,
73,G1,25.55,GAPDH,Sample4,25.07,0.501198563,-2.67,,,,,
74,G2,25.11,GAPDH,Sample4,,,,,,,,
75,H1,24.55,GAPDH,Sample4,,,,,,,,
76,I1,27.47,GAPDH,Sample5,26.12,0.846404159,-1.55,,,,,
77,I2,26.45,GAPDH,Sample5,,,,,,,,
78,J1,25.79,GAPDH,Sample5,,,,,,,,
79,K1,27.88,GAPDH,Sample6,27.81666667,0.369098,0.096666667,,,,,
80,K2,28.15,GAPDH,Sample6,,,,,,,,
81,L1,27.42,GAPDH,Sample6,,,,,,,,
82,M1,27.67,GAPDH,Sample7,27.22666667,0.595343038,0.426666667,,,,,
83,M2,27.46,GAPDH,Sample7,,,,,,,,
84,N1,26.55,GAPDH,Sample7,,,,,,,,
85,O1,27.78,GAPDH,Sample8,27.48,0.316069613,-0.553333333,,,,,
86,O2,27.51,GAPDH,Sample8,,,,,,,,
87,P1,27.15,GAPDH,Sample8,,,,,,,,
88,A3,25.75,GAPDH,Sample9,25.47333333,0.445009363,-3.89,,,,,
89,A4,25.71,GAPDH,Sample9,,,,,,,,
90,B3,24.96,GAPDH,Sample9,,,,,,,,
91,E3,27.47,GAPDH,SampleI1,26.96666667,0.520800666,,,,,,
92,E4,27,GAPDH,SampleI1,,,,,,,,
93,F3,26.43,GAPDH,SampleI1,,,,,,,,
94,G5,27.58,GAPDH,SampleI10,27.37,0.259422435,,,,,,
95,G6,27.45,GAPDH,SampleI10,,,,,,,,
96,H5,27.08,GAPDH,SampleI10,,,,,,,,
97,G3,26.81,GAPDH,SampleI2,26.40333333,0.525483904,,,,,,
98,G4,26.59,GAPDH,SampleI2,,,,,,,,
99,H3,25.81,GAPDH,SampleI2,,,,,,,,
100,I3,28.02,GAPDH,SampleI3,27.60333333,0.527667825,,,,,,
101,I4,27.78,GAPDH,SampleI3,,,,,,,,
102,J3,27.01,GAPDH,SampleI3,,,,,,,,
103,K3,28,GAPDH,SampleI4,27.74,0.230651252,,,,,,
104,K4,27.66,GAPDH,SampleI4,,,,,,,,
105,L3,27.56,GAPDH,SampleI4,,,,,,,,
106,M3,28.1,GAPDH,SampleI5,27.67,0.481352262,,,,,,
107,M4,27.76,GAPDH,SampleI5,,,,,,,,
108,N3,27.15,GAPDH,SampleI5,,,,,,,,
109,O3,28.83,GAPDH,SampleI6,27.72,0.691592365,,,,,,
110,O4,27.98,GAPDH,SampleI6,,,,,,,,
111,P3,27.46,GAPDH,SampleI6,,,,,,,,
112,A5,26.88,GAPDH,SampleI7,26.8,0.174355958,,,,,,
113,A6,26.92,GAPDH,SampleI7,,,,,,,,
114,B5,26.6,GAPDH,SampleI7,,,,,,,,
115,C5,28.25,GAPDH,SampleI8,28.03333333,0.202072594,,,,,,
116,C6,28,GAPDH,SampleI8,,,,,,,,
117,D5,27.85,GAPDH,SampleI8,,,,,,,,
118,E5,29.48,GAPDH,SampleI9,29.36333333,0.340342964,,,,,,
119,E6,29.63,GAPDH,SampleI9,,,,,,,,
120,F5,28.98,GAPDH,SampleI9,,,,,,,,
1,I15,32.65,BLM_SRLA617,Sample1,31.37,0.897904969,1.303333333,0.405188931,6.11,0.014477938,3.01,0.124136562
2,I16,31.88,BLM_SRLA617,Sample1,,,,,,,,
3,J15,30.86,BLM_SRLA617,Sample1,,,,,,,,
4,K17,31.81,BLM_SRLA617,Sample10,31.7,0.253574447,1.3,0.406126198,5.413333333,0.023465202,2.383333333,0.191666043
5,K18,31.88,BLM_SRLA617,Sample10,,,,,,,,
6,L17,31.41,BLM_SRLA617,Sample10,,,,,,,,
7,K15,31.42,BLM_SRLA617,Sample2,31.15,0.29816103,2.01,0.248273124,4.886666667,0.033803896,2.15,0.225312616
8,K16,31.2,BLM_SRLA617,Sample2,,,,,,,,
9,L15,30.83,BLM_SRLA617,Sample2,,,,,,,,
10,M15,32.05,BLM_SRLA617,Sample3,31.96,0.182482876,1.75,0.297301779,5.523333333,0.021742576,2.916666667,0.132432887
11,M16,32.08,BLM_SRLA617,Sample3,,,,,,,,
12,N15,31.75,BLM_SRLA617,Sample3,,,,,,,,
13,O15,30.98,BLM_SRLA617,Sample4,30.24333333,0.667108187,-0.403333333,1.322560146,5.173333333,0.027712231,2.266666667,0.207809474
14,O16,30.07,BLM_SRLA617,Sample4,,,,,,,,
15,P15,29.68,BLM_SRLA617,Sample4,,,,,,,,
16,A17,31.94,BLM_SRLA617,Sample5,31.82666667,0.196299092,1.323333333,0.399610575,5.706666667,0.019147944,2.873333333,0.136471033
17,A18,31.94,BLM_SRLA617,Sample5,,,,,,,,
18,B17,31.6,BLM_SRLA617,Sample5,,,,,,,,
19,C17,33.54,BLM_SRLA617,Sample6,33.05,0.429301759,2,0.25,5.233333333,0.026583349,1.903333333,0.267325
20,C18,32.87,BLM_SRLA617,Sample6,,,,,,,,
21,D17,32.74,BLM_SRLA617,Sample6,,,,,,,,
22,E17,33.44,BLM_SRLA617,Sample7,33.2,0.230651252,3.203333333,0.108567686,5.973333333,0.015916497,2.776666667,0.145928475
23,E18,32.98,BLM_SRLA617,Sample7,,,,,,,,
24,F17,33.18,BLM_SRLA617,Sample7,,,,,,,,
25,G17,30.68,BLM_SRLA617,Sample8,34.465,2.249807399,3.855,0.069108166,6.985,0.007894152,4.408333333,0.047093334
26,G18,35,BLM_SRLA617,Sample8,,,,,,,,
27,H17,33.93,BLM_SRLA617,Sample8,,,,,,,,
28,I17,32.04,BLM_SRLA617,Sample9,31.71333333,0.293995465,0.796666667,0.57567774,6.24,0.013230396,4.686666667,0.03883048
29,I18,31.63,BLM_SRLA617,Sample9,,,,,,,,
30,J17,31.47,BLM_SRLA617,Sample9,,,,,,,,
31,M17,30.23,BLM_SRLA617,SampleI1,30.06666667,0.232880513,,,3.1,,,
32,M18,30.17,BLM_SRLA617,SampleI1,,,,,,,,
33,N17,29.8,BLM_SRLA617,SampleI1,,,,,,,,
34,O19,30.8,BLM_SRLA617,SampleI10,30.4,0.410365691,,,3.03,,,
35,O20,30.42,BLM_SRLA617,SampleI10,,,,,,,,
36,P19,29.98,BLM_SRLA617,SampleI10,,,,,,,,
37,O17,29.3,BLM_SRLA617,SampleI2,29.14,0.211660105,,,2.736666667,,,
38,O18,29.22,BLM_SRLA617,SampleI2,,,,,,,,
39,P17,28.9,BLM_SRLA617,SampleI2,,,,,,,,
40,A19,30.51,BLM_SRLA617,SampleI3,30.21,0.367559519,,,2.606666667,,,
41,A20,30.32,BLM_SRLA617,SampleI3,,,,,,,,
42,B19,29.8,BLM_SRLA617,SampleI3,,,,,,,,
43,C19,30.88,BLM_SRLA617,SampleI4,30.64666667,0.213853532,,,2.906666667,,,
44,C20,30.46,BLM_SRLA617,SampleI4,,,,,,,,
45,D19,30.6,BLM_SRLA617,SampleI4,,,,,,,,
46,E19,30.66,BLM_SRLA617,SampleI5,30.50333333,0.177857621,,,2.833333333,,,
47,E20,30.54,BLM_SRLA617,SampleI5,,,,,,,,
48,F19,30.31,BLM_SRLA617,SampleI5,,,,,,,,
49,G19,31.42,BLM_SRLA617,SampleI6,31.05,0.325115364,,,3.33,,,
50,G20,30.92,BLM_SRLA617,SampleI6,,,,,,,,
51,H19,30.81,BLM_SRLA617,SampleI6,,,,,,,,
52,I19,30.49,BLM_SRLA617,SampleI7,29.99666667,0.436615773,,,3.196666667,,,
53,I20,29.84,BLM_SRLA617,SampleI7,,,,,,,,
54,J19,29.66,BLM_SRLA617,SampleI7,,,,,,,,
55,K19,30.76,BLM_SRLA617,SampleI8,30.61,0.15,,,2.576666667,,,
56,K20,30.61,BLM_SRLA617,SampleI8,,,,,,,,
57,L19,30.46,BLM_SRLA617,SampleI8,,,,,,,,
58,M19,30.84,BLM_SRLA617,SampleI9,30.91666667,0.150443788,,,1.553333333,,,
59,M20,31.09,BLM_SRLA617,SampleI9,,,,,,,,
60,N19,30.82,BLM_SRLA617,SampleI9,,,,,,,,
121,A11,27.8,GSTM1_ChIP,Sample1,27.75,0.994300424,0.846666667,0.556068043,2.49,0.178006274,2.553333333,0.17036096
122,A12,27.7,GSTM1_ChIP,Sample1,,,,,,,,
123,B11,26.03,GSTM1_ChIP,Sample1,,,,,,,,
124,C13,30.15,GSTM1_ChIP,Sample10,29.74,0.495075752,0.53,0.692554734,3.453333333,0.091294178,1.613333333,0.326842312
125,C14,29.88,GSTM1_ChIP,Sample10,,,,,,,,
126,D13,29.19,GSTM1_ChIP,Sample10,,,,,,,,
127,C11,27.6,GSTM1_ChIP,Sample2,27.28,0.503189825,1.286666667,0.409896999,1.016666667,0.49425701,1.426666667,0.371989378
128,C12,27.54,GSTM1_ChIP,Sample2,,,,,,,,
129,D11,26.7,GSTM1_ChIP,Sample2,,,,,,,,
130,E11,29.55,GSTM1_ChIP,Sample3,29.10333333,0.408084958,1.516666667,0.349492484,2.666666667,0.157490131,2.683333333,0.155681203
131,E12,29.01,GSTM1_ChIP,Sample3,,,,,,,,
132,F11,28.75,GSTM1_ChIP,Sample3,,,,,,,,
133,G11,28.3,GSTM1_ChIP,Sample4,27.77,0.535070089,-0.463333333,1.378723669,2.7,0.153893052,2.206666667,0.216634261
134,G12,27.78,GSTM1_ChIP,Sample4,,,,,,,,
135,H11,27.23,GSTM1_ChIP,Sample4,,,,,,,,
136,I11,28.84,GSTM1_ChIP,Sample5,27.8,1.006826698,0.48,0.716977624,1.68,0.312082637,2.03,0.244855074
137,I12,27.73,GSTM1_ChIP,Sample5,,,,,,,,
138,J11,26.83,GSTM1_ChIP,Sample5,,,,,,,,
139,K11,29.01,GSTM1_ChIP,Sample6,28.84666667,0.170391706,1.366666667,0.38778619,1.03,0.489710149,1.27,0.414659773
140,K12,28.86,GSTM1_ChIP,Sample6,,,,,,,,
141,L11,28.67,GSTM1_ChIP,Sample6,,,,,,,,
142,M11,29.44,GSTM1_ChIP,Sample7,28.90333333,0.629788324,1.566666667,0.337587487,1.676666667,0.312804535,1.14,0.453759578
143,M12,29.06,GSTM1_ChIP,Sample7,,,,,,,,
144,N11,28.21,GSTM1_ChIP,Sample7,,,,,,,,
145,O11,30.97,GSTM1_ChIP,Sample8,30.46,0.45177428,2.623333333,0.162292324,2.98,0.126744935,3.176666667,0.110593104
146,O12,30.3,GSTM1_ChIP,Sample8,,,,,,,,
147,P11,30.11,GSTM1_ChIP,Sample8,,,,,,,,
148,A13,28.98,GSTM1_ChIP,Sample9,28.89333333,0.27061658,-0.621666667,1.538651675,3.42,0.093428078,3.268333333,0.103784771
149,A14,29.11,GSTM1_ChIP,Sample9,,,,,,,,
150,B13,28.59,GSTM1_ChIP,Sample9,,,,,,,,
151,E13,27.76,GSTM1_ChIP,SampleI1,26.90333333,0.875576001,,,-0.063333333,,,
152,E14,26.94,GSTM1_ChIP,SampleI1,,,,,,,,
153,F13,26.01,GSTM1_ChIP,SampleI1,,,,,,,,
154,G15,31.2,GSTM1_ChIP,SampleI10,29.21,1.230298067,,,1.84,,,
155,G16,29.65,GSTM1_ChIP,SampleI10,,,,,,,,
156,H15,28.77,GSTM1_ChIP,SampleI10,,,,,,,,
157,G13,26.52,GSTM1_ChIP,SampleI2,25.99333333,0.525007936,,,-0.41,,,
158,G14,25.99,GSTM1_ChIP,SampleI2,,,,,,,,
159,H13,25.47,GSTM1_ChIP,SampleI2,,,,,,,,
160,I13,28.21,GSTM1_ChIP,SampleI3,27.58666667,0.592818128,,,-0.016666667,,,
161,I14,27.52,GSTM1_ChIP,SampleI3,,,,,,,,
162,J13,27.03,GSTM1_ChIP,SampleI3,,,,,,,,
163,K13,28.69,GSTM1_ChIP,SampleI4,28.23333333,0.417891533,,,0.493333333,,,
164,K14,28.14,GSTM1_ChIP,SampleI4,,,,,,,,
165,L13,27.87,GSTM1_ChIP,SampleI4,,,,,,,,
166,M13,27.76,GSTM1_ChIP,SampleI5,27.32,0.517397333,,,-0.35,,,
167,M14,27.45,GSTM1_ChIP,SampleI5,,,,,,,,
168,N13,26.75,GSTM1_ChIP,SampleI5,,,,,,,,
169,O13,27.98,GSTM1_ChIP,SampleI6,27.48,0.481248377,,,-0.24,,,
170,O14,27.44,GSTM1_ChIP,SampleI6,,,,,,,,
171,P13,27.02,GSTM1_ChIP,SampleI6,,,,,,,,
172,A15,27.64,GSTM1_ChIP,SampleI7,27.33666667,0.474376784,,,0.536666667,,,
173,A16,27.58,GSTM1_ChIP,SampleI7,,,,,,,,
174,B15,26.79,GSTM1_ChIP,SampleI7,,,,,,,,
175,C15,28.3,GSTM1_ChIP,SampleI8,27.83666667,0.417412666,,,-0.196666667,,,
176,C16,27.72,GSTM1_ChIP,SampleI8,,,,,,,,
177,D15,27.49,GSTM1_ChIP,SampleI8,,,,,,,,
178,E15,29.79,GSTM1_ChIP,SampleI9,29.515,0.961058444,,,0.151666667,,,
179,E16,29.24,GSTM1_ChIP,SampleI9,,,,,,,,
180,F15,27.92,GSTM1_ChIP,SampleI9,,,,,,,,
181,I5,27.45,LRRC32_AFLA0328,Sample1,26.76666667,0.626285345,-1.573333333,2.975915028,-4.603333333,24.30756263,-2.876666667,7.34451216
182,I6,26.63,LRRC32_AFLA0328,Sample1,,,,,,,,
183,J5,26.22,LRRC32_AFLA0328,Sample1,,,,,,,,
184,K7,27.65,LRRC32_AFLA0328,Sample10,27.46666667,0.28360771,-1.85,3.60500185,-4.233333333,18.8087665,-3.15,8.876555777
185,K8,27.61,LRRC32_AFLA0328,Sample10,,,,,,,,
186,L7,27.14,LRRC32_AFLA0328,Sample10,,,,,,,,
187,K5,28.65,LRRC32_AFLA0328,Sample2,28.36333333,0.445570795,0.416666667,0.749153538,-2.786666667,6.900336256,-1.593333333,3.017457254
188,K6,28.59,LRRC32_AFLA0328,Sample2,,,,,,,,
189,L5,27.85,LRRC32_AFLA0328,Sample2,,,,,,,,
190,M5,30.06,LRRC32_AFLA0328,Sample3,29.45333333,0.685297989,0.59,0.664342907,-2.506666667,5.683054957,-1.16,2.234574276
191,M6,29.59,LRRC32_AFLA0328,Sample3,,,,,,,,
192,N5,28.71,LRRC32_AFLA0328,Sample3,,,,,,,,
193,O5,27.91,LRRC32_AFLA0328,Sample4,27.33,0.54064776,-1.666666667,3.174802104,-2.913333333,7.533568139,-1.263333333,2.400497333
194,O6,27.24,LRRC32_AFLA0328,Sample4,,,,,,,,
195,P5,26.84,LRRC32_AFLA0328,Sample4,,,,,,,,
196,A7,28.47,LRRC32_AFLA0328,Sample5,28.32333333,0.400666112,-0.826666667,1.773582778,-3.503333333,11.33987894,-2.15,4.438277888
197,A8,28.63,LRRC32_AFLA0328,Sample5,,,,,,,,
198,B7,27.87,LRRC32_AFLA0328,Sample5,,,,,,,,
199,C7,29.25,LRRC32_AFLA0328,Sample6,28.96333333,0.38940125,-0.146666667,1.107008782,-4.086666667,16.99062086,-2.146666667,4.428035126
200,C8,29.12,LRRC32_AFLA0328,Sample6,,,,,,,,
201,D7,28.52,LRRC32_AFLA0328,Sample6,,,,,,,,
202,E7,29.74,LRRC32_AFLA0328,Sample7,29.47666667,0.447474394,1.23,0.426317446,-3.723333333,13.20793787,-1.973333333,3.926743421
203,E8,29.73,LRRC32_AFLA0328,Sample7,,,,,,,,
204,F7,28.96,LRRC32_AFLA0328,Sample7,,,,,,,,
205,G7,32.13,LRRC32_AFLA0328,Sample8,30.685,0.846778208,1.015,0.494828328,-3.78,13.73704698,-2.84,7.160200567
206,G8,30.83,LRRC32_AFLA0328,Sample8,,,,,,,,
207,H7,30.54,LRRC32_AFLA0328,Sample8,,,,,,,,
208,I7,29.17,LRRC32_AFLA0328,Sample9,28.7,0.389914521,0.513333333,0.700601832,-3.013333333,8.07427841,-0.283333333,1.217003514
209,I8,28.98,LRRC32_AFLA0328,Sample9,,,,,,,,
210,J7,28.42,LRRC32_AFLA0328,Sample9,,,,,,,,
211,M7,28.72,LRRC32_AFLA0328,SampleI1,28.34,0.517976833,,,-1.726666667,,,
212,M8,28.55,LRRC32_AFLA0328,SampleI1,,,,,,,,
213,N7,27.75,LRRC32_AFLA0328,SampleI1,,,,,,,,
214,O9,29.69,LRRC32_AFLA0328,SampleI10,29.31666667,0.47648015,,,-1.083333333,,,
215,O10,29.48,LRRC32_AFLA0328,SampleI10,,,,,,,,
216,P9,28.78,LRRC32_AFLA0328,SampleI10,,,,,,,,
217,O7,28.34,LRRC32_AFLA0328,SampleI2,27.94666667,0.349904749,,,-1.193333333,,,
218,O8,27.83,LRRC32_AFLA0328,SampleI2,,,,,,,,
219,P7,27.67,LRRC32_AFLA0328,SampleI2,,,,,,,,
220,A9,29.18,LRRC32_AFLA0328,SampleI3,28.86333333,0.592311855,,,-1.346666667,,,
221,A10,29.23,LRRC32_AFLA0328,SampleI3,,,,,,,,
222,B9,28.18,LRRC32_AFLA0328,SampleI3,,,,,,,,
223,C9,29.3,LRRC32_AFLA0328,SampleI4,28.99666667,0.441625784,,,-1.65,,,
224,C10,29.2,LRRC32_AFLA0328,SampleI4,,,,,,,,
225,D9,28.49,LRRC32_AFLA0328,SampleI4,,,,,,,,
226,E9,29.5,LRRC32_AFLA0328,SampleI5,29.15,0.849136817,,,-1.353333333,,,
227,E10,28.8,LRRC32_AFLA0328,SampleI5,,,,,,,,
228,F9,27.81,LRRC32_AFLA0328,SampleI5,,,,,,,,
229,G9,29.24,LRRC32_AFLA0328,SampleI6,29.11,0.216564078,,,-1.94,,,
230,G10,29.23,LRRC32_AFLA0328,SampleI6,,,,,,,,
231,H9,28.86,LRRC32_AFLA0328,SampleI6,,,,,,,,
232,I9,28.57,LRRC32_AFLA0328,SampleI7,28.24666667,0.30664855,,,-1.75,,,
233,I10,28.21,LRRC32_AFLA0328,SampleI7,,,,,,,,
234,J9,27.96,LRRC32_AFLA0328,SampleI7,,,,,,,,
235,K9,30.8,LRRC32_AFLA0328,SampleI8,29.67,0.674190873,,,-0.94,,,
236,K10,29.84,LRRC32_AFLA0328,SampleI8,,,,,,,,
237,L9,29.5,LRRC32_AFLA0328,SampleI8,,,,,,,,
238,M9,28.66,LRRC32_AFLA0328,SampleI9,28.18666667,0.480138869,,,-2.73,,,
239,M10,28.2,LRRC32_AFLA0328,SampleI9,,,,,,,,
240,N9,27.7,LRRC32_AFLA0328,SampleI9,,,,,,,,
